2.457200000000000e+00 2.068700000000000e-02 1.460000000000000e-04
2.472000000000000e+00 2.060200000000000e-02 1.320000000000000e-04
2.487300000000000e+00 2.027900000000000e-02 1.250000000000000e-04
2.502100000000000e+00 2.040200000000000e-02 1.300000000000000e-04
2.517000000000000e+00 2.069600000000000e-02 1.210000000000000e-04
2.532300000000000e+00 2.093400000000000e-02 1.200000000000000e-04
2.547200000000000e+00 2.074800000000000e-02 1.270000000000000e-04
2.562100000000000e+00 2.087500000000000e-02 1.330000000000000e-04
2.576900000000000e+00 2.095300000000000e-02 1.170000000000000e-04
2.591800000000000e+00 2.067900000000000e-02 1.110000000000000e-04
2.607200000000000e+00 2.086400000000000e-02 1.100000000000000e-04
2.622100000000000e+00 2.090900000000000e-02 1.090000000000000e-04
2.637000000000000e+00 2.083100000000000e-02 1.100000000000000e-04
2.651900000000000e+00 2.094400000000000e-02 1.080000000000000e-04
2.666800000000000e+00 2.114800000000000e-02 1.060000000000000e-04
2.682200000000000e+00 2.120600000000000e-02 1.040000000000000e-04
2.697100000000000e+00 2.126000000000000e-02 1.120000000000000e-04
2.712100000000000e+00 2.103700000000000e-02 9.800000000000000e-05
2.727000000000000e+00 2.125900000000000e-02 1.060000000000000e-04
2.742000000000000e+00 2.108100000000000e-02 1.070000000000000e-04
2.756900000000000e+00 2.101400000000000e-02 1.170000000000000e-04
2.771900000000000e+00 2.111500000000000e-02 1.050000000000000e-04
2.786800000000000e+00 2.090000000000000e-02 1.110000000000000e-04
2.801800000000000e+00 2.090300000000000e-02 1.130000000000000e-04
2.817200000000000e+00 2.120000000000000e-02 1.140000000000000e-04
2.832200000000000e+00 2.088600000000000e-02 1.110000000000000e-04
2.847200000000000e+00 2.107300000000000e-02 1.050000000000000e-04
2.862200000000000e+00 2.096900000000000e-02 1.100000000000000e-04
2.877200000000000e+00 2.082000000000000e-02 1.200000000000000e-04
2.892200000000000e+00 2.087300000000000e-02 1.110000000000000e-04
2.907200000000000e+00 2.065100000000000e-02 1.110000000000000e-04
2.922200000000000e+00 2.079900000000000e-02 1.060000000000000e-04
2.937200000000000e+00 2.093000000000000e-02 1.120000000000000e-04
2.952300000000000e+00 2.081600000000000e-02 1.100000000000000e-04
2.966800000000000e+00 2.078500000000000e-02 1.030000000000000e-04
2.981800000000000e+00 2.084700000000000e-02 1.020000000000000e-04
2.996900000000000e+00 2.054100000000000e-02 1.030000000000000e-04
3.011900000000000e+00 2.080900000000000e-02 1.030000000000000e-04
3.026900000000000e+00 2.067900000000000e-02 1.080000000000000e-04
3.042000000000000e+00 2.074300000000000e-02 1.020000000000000e-04
3.057000000000000e+00 2.072200000000000e-02 1.050000000000000e-04
3.072100000000000e+00 2.076600000000000e-02 1.100000000000000e-04
3.087200000000000e+00 2.061700000000000e-02 1.120000000000000e-04
3.101700000000000e+00 2.080800000000000e-02 1.040000000000000e-04
3.116800000000000e+00 2.051500000000000e-02 9.700000000000000e-05
3.131900000000000e+00 2.051700000000000e-02 1.050000000000000e-04
